Title,Description,Keywords,Reward,WorkerId,expt,Input.trialtype,Input.shape,Input.trial1_type,Input.trial1_adj,Input.trial1_left,Input.trial1_right,Input.trial1_exemplar,Input.trial1_alienA,Input.trial1_alienB,Input.trial1_ref_adj,Input.trial1_ref,Input.trial1_correct,Answer.Allen_eyes,Answer.comments,Answer.difficulty_scale,Answer.explanation,Answer.story_character,Answer.trial1,Approve,Reject
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_15,Experiment 1a,trialtype2,shape1,FeatureSize,Size,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,small,SMALL,left,3,,3,Kids games,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_16,Experiment 1a,trialtype1,shape1,FeatureSize,Size,feature,size,shape_small_broken,shape_small_whole,shape_big_broken,small,SMALL,right,3,,3,perception,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_17,Experiment 1a,trialtype4,shape1,FeatureSize,Feature,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,broken,BROKEN,right,3,,2,don't know,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_18,Experiment 1a,trialtype4,shape1,FeatureSize,Feature,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,broken,BROKEN,right,3,,3,Following Instructions,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_19,Experiment 1a,trialtype2,shape1,FeatureSize,Size,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,small,SMALL,left,3,NA,2,Perception,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_20,Experiment 1a,trialtype4,shape1,FeatureSize,Feature,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,broken,BROKEN,right,3,,3,How much the game made sense.,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_21,Experiment 1a,trialtype1,shape1,FeatureSize,Size,feature,size,shape_small_broken,shape_small_whole,shape_big_broken,small,SMALL,right,3,,3,our ability to remember details about given images.,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_22,Experiment 1a,trialtype4,shape1,FeatureSize,Feature,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,broken,BROKEN,right,3,,,allen,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_23,Experiment 1a,trialtype3,shape1,FeatureSize,Feature,feature,size,shape_small_broken,shape_small_whole,shape_big_broken,broken,BROKEN,left,3,,5,I think this experiment is to evaluate the adult brain pertaining to simple children's task and how we respond to them.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_24,Experiment 1a,trialtype1,shape1,FeatureSize,Size,feature,size,shape_small_broken,shape_small_whole,shape_big_broken,small,SMALL,right,3,,3,viewpoints on things on other planets,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_25,Experiment 1a,trialtype4,shape1,FeatureSize,Feature,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,broken,BROKEN,right,3,interesting hit,4,how closely people pay attention,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_26,Experiment 1a,trialtype4,shape1,FeatureSize,Feature,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,broken,BROKEN,right,3,,4,To study the cognitive reaction of people.,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_27,Experiment 1a,trialtype3,shape1,FeatureSize,Feature,feature,size,shape_small_broken,shape_small_whole,shape_big_broken,broken,BROKEN,left,3,,3,,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_28,Experiment 1a,trialtype2,shape1,FeatureSize,Size,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,small,SMALL,left,3,,4,It's about how a problem will change your short term memory.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_29,Experiment 1a,trialtype3,shape1,FeatureSize,Feature,feature,size,shape_small_broken,shape_small_whole,shape_big_broken,broken,BROKEN,left,3,,4,unsure,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_30,Experiment 1a,trialtype4,shape1,FeatureSize,Feature,size,feature,shape_small_broken,shape_big_broken,shape_small_whole,broken,BROKEN,right,3,none,2,if people understand questions designed for children,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_31,Experiment 1a,trialtype1,shape1,FeatureSize,Size,feature,size,shape_small_broken,shape_small_whole,shape_big_broken,small,SMALL,right,3,,6,perceptions about size,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_32,Experiment 1a,trialtype8,shape2,FeatureSize,Feature,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,dirty,DIRTY,right,3,make it so i can't go back and look at what i've already seen,6,how much i pay attention to what i'm actually doing  when presented with the idea that this is a 'children's activity,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_33,Experiment 1a,trialtype7,shape2,FeatureSize,Feature,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,dirty,DIRTY,left,3,Grammar error in the second sentence.,2,No Idea,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_34,Experiment 1a,trialtype5,shape2,FeatureSize,Size,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,tall,TALL,right,3,,5,How the normal version is thought of when presented with the special version,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_35,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,,6,Memory and perception,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_36,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,,5,Perception,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_37,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,,6,reading comprehension,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_38,Experiment 1a,trialtype7,shape2,FeatureSize,Feature,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,dirty,DIRTY,left,3,,6,observation skills,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_39,Experiment 1a,trialtype7,shape2,FeatureSize,Feature,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,dirty,DIRTY,left,3,,6,Something about how we interpret language details.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_40,Experiment 1a,trialtype8,shape2,FeatureSize,Feature,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,dirty,DIRTY,right,3,,6,Very kid friendly.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_41,Experiment 1a,trialtype5,shape2,FeatureSize,Size,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,tall,TALL,right,3,,6,memory recall and assumptions made based on available data,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_42,Experiment 1a,trialtype5,shape2,FeatureSize,Size,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,tall,TALL,right,3,,6,differences in appearance,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_43,Experiment 1a,trialtype5,shape2,FeatureSize,Size,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,tall,TALL,right,3,,6,Seeing if saying something is tall but showing it to be relatively shorter would change your perception.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_44,Experiment 1a,trialtype7,shape2,FeatureSize,Feature,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,dirty,DIRTY,left,3,,6,not sure,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_45,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,,7,understanding questions,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_46,Experiment 1a,trialtype5,shape2,FeatureSize,Size,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,tall,TALL,right,3,,5,Relativity,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_47,Experiment 1a,trialtype7,shape2,FeatureSize,Feature,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,dirty,DIRTY,left,3,,3,no idea,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_48,Experiment 1a,trialtype8,shape2,FeatureSize,Feature,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,dirty,DIRTY,right,3,,6,Perceptions of how we would rate/view something similar based on two images.,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_49,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,,6,Our concept of how a product/organism such as the Glorp should look like if we have only experienced seeing one.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_50,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,Great survey!,4,Measuring predictions pf the glorp's height,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_51,Experiment 1a,trialtype7,shape2,FeatureSize,Feature,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,dirty,DIRTY,left,3,,7,This experiment must be about a child trying to differ between general and special cases of things.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_52,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,there is a typo in the first graphic,5,how children perceive differences,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_53,Experiment 1a,trialtype8,shape2,FeatureSize,Feature,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,dirty,DIRTY,right,3,,6,"Deductive reasoning about unobserved/unknown objects, given incomplete information.",Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_54,Experiment 1a,trialtype6,shape2,FeatureSize,Size,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,tall,TALL,left,3,,6,Seeing how people perceive objects.,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_55,Experiment 1a,trialtype8,shape2,FeatureSize,Feature,size,feature,shape2_dirty4_tall,shape2_dirty4,shape2_clean4_tall,dirty,DIRTY,right,3,,6,no idea - but fun...,Allen,right,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_56,Experiment 1a,trialtype7,shape2,FeatureSize,Feature,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,dirty,DIRTY,left,3,none,1,perception,Allen,left,,
"Very Short Children's Game (fun, 2 minutes, do once only!)","This is an activity for kids, and we're asking adults to help us complete the same survey as the kids do. - PLEASE ONLY DO ONE HIT OF THIS TYPE. IF YOU DO MULTIPLE HITS YOU WILL NOT BE PAID.","children, kids, game",$0.20 ,1a_57,Experiment 1a,trialtype5,shape2,FeatureSize,Size,feature,size,shape2_dirty4_tall,shape2_clean4_tall,shape2_dirty4,tall,TALL,right,3,,6,How people interpret the pictures provided.,Allen,right,,
